MSISDN,n_crm_packs,n_bil_packs,crm_outlier,bil_outlier
1e1bfd02b7bc3622bb1a63ae42e78d32,1,1,True,True
6108eb8693528d889536ef1c3a6ea68f,1,1,True,True
14d6c22405ea30131a9942c03ae625c5,1,1,True,True
34890d8baaa5d392eb9d60e5aaa75b57,1,1,True,True
c317c9d1ae0bb8013d7bc458e8733448,1,1,True,True
50df1a217e6b801a236d9d5e97460ba6,1,1,True,True
ec08e7023bae252220fe077e865bda02,1,1,True,True
d0e52d838f91342371f51f5efdd82f79,1,1,True,True
8f5f4c87c8989f5133a97b6bee7c43a6,1,1,True,True
739da21044ce958028c4099a4f784c12,1,1,True,True
60636217e0b20dd452b4f4f2708c6d60,1,1,True,True
24e29614786c875e609b703ea40ee524,1,1,True,True
3b90203857c3608f5b7e5d8ce757c712,1,1,True,True
e7f098c9276e286c7bae9aaa4060bd71,1,1,True,True
b01f5087a14608d23047cec1494a5ff0,1,1,True,True
ea70b514d053ca020419cb6715b8a52b,1,1,True,True
db4f46bf39aa6f94cccd328541731f57,1,1,True,True
80c271698cbae22e72a0614a27b87192,1,1,True,True
a9ec5d6b3d7edb6184414c080dca9d15,1,1,True,True
0b8d232b9b6ff9199cc89a7cc761b15d,3,4,True,True
91441102be862c391f14f2ee21413761,1,1,True,True
cde1533edbc5f3be5167f5e4783408aa,1,1,True,True
ea3ee94dce3bc33240039bd84f102121,1,1,True,True
3b01523b6d1582743dfa377e1bbd22ba,1,1,True,True
39b7d03e4383359a41292ce3a19d0f29,1,1,True,True
7133a40f1bbf7beef2ce9d9c2ef37da9,1,1,True,True
21f47b51583f9e5b02306b4cd90ca66d,1,1,True,True
652a42b1ec2d6f0eca3e94ffc545bf41,1,1,True,True
35582203d894bc586c2d7790852b412f,1,1,True,True
68cbeba398fc5fa04bb59d2256bc569c,1,1,True,True
dfb4f42497972831daec7fb15cef420d,1,1,True,True
b498e42308489f3b189c8b1dc739b3f7,1,1,True,True
d536e3d9f1c9daca44b3d915c3d3bb26,1,1,True,True
6d47e249df9485c801ea6d2bf888fb2a,1,1,True,True
8ec92d4fc0c410a321e527941007ae88,1,1,True,True
cda1b7cb37d7bca5ab77165c2e8687c2,1,1,True,True
9bcc0d8ee62c1b39a7de477d161c4be2,1,1,True,True
7b7c83948c1d47318a8141295787c6b9,1,1,True,True
0980195bcae7c721576fd9128f5b0a2b,2,2,True,True
df4edd352d8c34e9a6108ae1bfb3e81a,1,1,True,True
84bf55b3dcd48baca96ee30976bc0da9,1,1,True,True
3d8993454046b9a95a3370e9ad030b2f,1,1,True,True
d9e3e820138b521649e403f84120d944,1,1,True,True
1bd0b49e5c2e47f1b005b7b64f9ca887,1,1,True,True
06da2ad3afa5f8df4042f8242333b42a,1,1,True,True
9eed1d1188b1ddbaca7baab4ed84db50,1,1,True,True
ce68acf930f8b3bc313fe5dc3da48deb,1,1,True,True
00994fac29c4f5fe9a4611c27dc79de0,1,1,True,True
ae2afc38c3731a7698abeeaabe6aa03d,1,1,True,True
f8aca84a1f239d055dc3f91843ba1179,1,1,True,True
325872112ca3a0305fb085f2613f637d,1,1,True,True
6ad8fe0179d3aa811bcca2cbc38a3296,1,1,True,True
36c0ff038025e6869d879eb02a86ceb7,1,1,True,True
1c194c4a72d0beab1005500a9ba54bbd,1,1,True,True
4268280ec5d4dab3fd29ac716cffce29,1,1,True,True
bb41f9c24190ca9c1b6e672cc2b06636,1,1,True,True
16de2f3bbafab14b46486c83ef4663cf,6,8,True,False
4fd65d8fb5ffc40a30ddcfb62384a8bb,1,1,True,True
0cba2adda66d0d0bff06885959a93cdb,1,1,True,True
64e2e3b08b43939741a04e1381db8b82,1,1,True,True
2a8721a55f3346940e81f236d4996457,1,1,True,True
74aaf062591e83508e57ea10406b3831,1,1,True,True
4c92cdce2fb96203a8bf3a5e3c61420a,1,1,True,True
5652b1533a9165f878f2324dd2226a16,1,1,True,True
b1e7886e8294f2ca2fc6053aa2cbc5e8,1,1,True,True
9c4e05add5f3862a835c7d910e5d8f57,25,22,True,True
59f60a390b8d2552551fc8abafabc85c,1,1,True,True
ba5c160189e9ce46257747522e2bd0d9,1,1,True,True
59c9b71d52bada92c5cf14866802b87c,1,1,True,True
f981b2453a11a53b72f082d62392c8ea,1,1,True,True
1e4033c9e7da9701c70e423aa7b50485,1,1,True,True
a4a79f884d6c336ec7010d82ab413fb4,1,1,True,True
f0f2dde62e7ba29d927d5d3c966e75a7,1,1,True,True
306284a49938f5c51f0c3a91c755a857,1,1,True,True
73f63018c81584eefed827add615b4fb,1,1,True,True
d5834ba2f0f7e4734b1844a26509ec67,1,1,True,True
7c42bf888523b97beb366b8f89bf8650,1,1,True,True
550fb7cd13a3dcdf7f93903746b7b499,1,1,True,True
cc9b293c477cd8c8bc3ddf63e0274968,1,1,True,True
caa87358c94b1154077364c57db32103,1,1,True,True
532071f06d5308a78d396e5f0d0fc137,1,1,True,True
f8d3bed644d0889e10386c7a0e8b66ec,1,1,True,True
1c0ac4776512411020bdb4d13a34894b,1,1,True,True
e778af09e0768b0b4bf7e612cca13c2c,1,1,True,True
d60fb42e5ae132f3748fb5055de2749c,1,1,True,True
3ee71576693e0c04fcf77f115e1a14b8,1,1,True,True
1b71be0bb23b2a9fdd84f57365b994b0,1,1,True,True
72261d429f51ef8c711fc8a46b9d441e,1,1,True,True
5e3eb1a85a44517400a91c0c52e5a78c,1,1,True,True
5b31971517f9b02a4a923d615d41bb48,1,1,True,True
e25b72a2b723d868329382e044d65601,1,1,True,True
3c18fad032688b86270c0347c70bf80b,1,1,True,True
9e016af6c812634d4e973d05fa5d671c,1,1,True,True
b962b648cfb147ce557858b36de54ea6,1,1,True,True
cd2e7bff88dce1970ccd0a2b10720c32,1,1,True,True
b5595e93926239638eff1b3bcf78a373,1,1,True,True
5e21fd0253c62f5052334ddac5d52eda,1,1,True,True
dcfb06d04479d189157e4293f58adac3,1,1,True,True
ee5c801a833a8ec547a2988148340c0a,1,1,True,True
598bbe84886874c3143bdce5af8d95b7,1,1,True,True
8b1127b0efaf719cca3edfd2e407c713,1,1,True,True
f5a73a088c6ce47bc2478e35d8c84ccc,1,1,True,True
38dea99ff44ca887b830a18eafb39c96,1,1,True,True
7706cb746386027137e385b0591e0927,1,1,True,True
d0b983a924e3725d9313dca672dd724a,1,1,True,True
ac9d0f0cbfaf7947666e09ede49a6a76,1,1,True,True
f4a33bc32ee06e233c30bc2429b414cf,1,1,True,True
d5ffd5207d17ad559bdb3fe80ab89251,1,1,True,True
0d75ca075d40180086510636ab513786,1,1,True,True
93bace1d41327b9b4e5a2c4033ef6aca,1,1,True,True
b531ccf1338950a0f9c9ccfe98439e85,1,1,True,True
851a3adc1b9ccd4873bb58975365894e,1,1,True,True
50354d39c7e04824523bab92ef6ee071,1,1,True,True
08b94c9d002e98f658fac2941bf8ecb8,15,21,False,True
dd3b7ed6adb2f31dece31eb0718db1ce,6,7,True,False
8591058428ad41a81b65dca5d2c7e299,1,1,True,True
2815ffda5f6b5657d4dfe90afb970555,1,1,True,True
8ecc125edb28bf0e3307204019a4ad40,1,1,True,True
96865966eb7a8d7dfcdbd7c5d6c6fbb3,1,1,True,True
d472a29c9733c19e4197bf01eaedaa7c,1,1,True,True
5a65e9b9221cfa61ef7822811bc42094,1,1,True,True
9358b9dad5913181e75afc9b6047bfc2,1,1,True,True
0b01aea0b2d8fddcae8fa603b5c3811d,1,1,True,True
22176febe4fe0d2a7e81461ef2049561,1,1,True,True
9dba0d17a3df4ba9a9c8c301734aa542,1,1,True,True
50804bc00ca3d6bb31c5d0c4355ba70c,1,1,True,True
36db9cab64cdfbe44edc105c7a4f4981,1,1,True,True
d7cc7046d21d20b691d5fedfbe3996ab,1,1,True,True
aa154b55ec10a96ddf3b17d39f232372,1,1,True,True
b2b24effa8007daa5f731ebf81d91845,1,1,True,True
c3dee9bba8436c405394ed04f70a8cbe,1,1,True,True
21ff66ce9b30964de7ec219325205333,11,5,False,True
e3a5a2f7c7166ef10f201f64d441d7ff,1,1,True,True
71ad141929608636455697e7acdf738b,1,1,True,True
c57d8971877d54bcfd0f5e48556e9d6e,1,1,True,True
4ebc1c5d54dfa364ab82c2993e8b8fbb,1,1,True,True
716dcd6da0abc0d52d656bc4dd54aa79,1,1,True,True
00b8cb0ad8acc30bc7158308bed1b41d,1,1,True,True
94efc83682c823b2ff6871ded22c4999,1,1,True,True
b5d370885f646c367d92e23a4e3745e3,1,1,True,True
7bcf89f8af79a52acae6e10f38157a72,1,1,True,True
b1c67963bf848325c43f469d7893f3f1,1,1,True,True
40fec5280fb5fded2c393cfdcb66a3c7,1,1,True,True
410ae405ec7d14785d48f998e1f59072,1,1,True,True
11e98fe4edd786d6b673cf4402219652,1,1,True,True
0308a82c695787dce6628f03eb89c115,1,1,True,True
1c8021f61fb500965e9d116784b40a84,1,1,True,True
d1257f5ec68d8e2fa088eb98ce2a435c,1,1,True,True
b454767cef27719676b7375fb686a930,1,1,True,True
a47c74624a6e4a02faa732791218a6f4,5,4,True,True
257990d7676385cbfdd6cab22daa6bc7,1,1,True,True
a5b394b4d396fe9895945cb81798891c,1,1,True,True
2cfddb5eb045aa781ceedb618bc7523d,1,1,True,True
55a301719a180e6cd32cf56d173aa64d,1,1,True,True
85090d0f96e4fd8433ad0d4be2436b61,1,1,True,True
ed65f7d589959650124440b5c1986eed,1,1,True,True
e126ea1fd31f08c3e42479784e4d0bb4,1,1,True,True
9715cb81ab05f09fd497bd3e6c153874,1,1,True,True
1f281d699ee3ed2db4997db1342f8299,1,1,True,True
1f73bafa1e47d677f2fb9b4e43699a98,1,1,True,True
ae20321d24fe4aeac2ba222fd2155b6d,1,1,True,True
ae9a5e5d00b7fc3d898054577995140a,1,1,True,True
ee79247aa1c3c0008f0128bfcc382c62,1,1,True,True
b60151257e279c31e02d7b5a18352f80,1,1,True,True
83638ed2f33927071262c40ccb236d1b,1,1,True,True
bc22a7fa1bdb6c910e0885b716fa154d,1,1,True,True
a316eae83fa7e1f583bed0b46c6df7a5,1,1,True,True
8999001ae56504af51fc6ea1cd9b4378,1,1,True,True
daf939cf2efabc3493af322971e80fe1,1,1,True,True
eef4fcbf5c7b9698703d38d0a2322b61,1,1,True,True
812655b8099d3168469ccc72194eb7bb,1,1,True,True
018a15229c0edf9c18298759ea644fdf,1,1,True,True
b3d59e46f1f2408988e2159657b64aa9,1,1,True,True
858f9b3eb45a013af621aa00b2967567,1,1,True,True
07d25fdedb4c17b43b997a2fab0f336d,1,1,True,True
34de0459af49d138b9be1a865b1f475a,1,1,True,True
155e874e04f424bb6f3816d2bee6a103,1,1,True,True
ac8a33ec10fb7f72e8a01ff509b0ac68,1,1,True,True
41d4cd2cbf31970f67ad34c28b6f7268,1,1,True,True
a466a81700908dc383a1fa049e13bf3e,1,1,True,True
78e261f9ef85dbc21d7c69c5c6c36e3a,1,1,True,True
4293d30df40b21fe4c8f11c75028999b,1,1,True,True
de79c3eed7fb0708425ebb0a05ed79a2,1,1,True,True
e022e4bffc08e2553dbc9bc2f1c85df3,1,1,True,True
0cda12f19c3d4a44d0ec29136d0943f2,1,1,True,True
cba81ff9db6cf126df935b9e6efa4072,1,1,True,True
5fdd21843114f9c363dce95680d21722,1,1,True,True
325cdb6ab9dacbd10a1d3d4e3d2cb696,1,1,True,True
dffd565238e9e90f7d9a45486798be4e,1,1,True,True
70084c5089998399a8194054110b37e6,1,1,True,True
cb83f8b9bf9d1da6980003b2833cdd46,1,1,True,True
e98afdd3566a33b0ddc971e3776037bb,1,1,True,True
2b00bdece7be5748e3ab6329b7446791,1,1,True,True
ac254f40bfea26b2d8af8523313f1850,1,1,True,True
f65e963ddbfe6cb9aed22400eeda08fa,5,8,True,False
cb129e869d3e7b743f939bbe40eb066d,1,1,True,True
995a7b815f7168be3941635669ddd194,1,1,True,True
a9cbfa68532cd0a5a3350fdfcbba5fe8,1,1,True,True
8fbd43ee59c0f4a9adbacdd9232c4b2c,1,1,True,True
55e022ada69396693b72b08c7c364d57,1,1,True,True
4893debaf7e7cb03d3defc707107e7a7,1,1,True,True
681ea0e673d8979c5a94f077ec547787,1,1,True,True
57a239a2531bf77e86dbf92526a242cd,5,4,True,True
64abe006b6ae272f904adb34705d12ab,1,1,True,True
a710215de4c21648dd60ea4020a5a8ae,1,1,True,True
f0f9c355778b220aef5af0b4b9565b43,1,1,True,True
25f41c14727f074cb80502118970c974,1,1,True,True
31f9d8fbaec71333a6e328f83c36fb35,1,1,True,True
6d01608a2766159c7d0585551e954c02,1,1,True,True
550fda3ec76643c0427e400a2b44f103,1,1,True,True
5d61467df9710b2bbadb877a2ad59e0e,1,1,True,True
387976d45683cf338e5e7bda27ef3ce7,1,1,True,True
c3dc90e32d7dbdd253ed773c4a6e0dd3,1,1,True,True
863986076df6a0aaf810ccf3043fff28,1,1,True,True
331e98a0cae404e5b52668c0d6cd8616,1,1,True,True
68b0677ee5e3ff6d746223266dfe5031,1,1,True,True
5646e618f822a1d445f1e422e75b4fd4,1,1,True,True
ddd80eda0fb19ed932213b3dc9735062,1,1,True,True
b818282cb62681ca93de486964a37fe4,1,1,True,True
538256b2376bac2bb8abbf5dbb357139,1,1,True,True
c325b45a010db030f694af7e96c84149,1,1,True,True
27f5b0dacaf6f0f5787ba066ee53cc02,1,1,True,True
89225782af314b2ce7fdbaffee4a2a31,1,1,True,True
de88d604df30824687f1e458a908110e,1,1,True,True
e13b39632a04dbbc1b801b78e448a11f,1,1,True,True
2051290acef812160323438abbf0be42,1,1,True,True
85f2df76827caf14c2f452488fb58918,1,1,True,True
a894a8e93c1ce0e56af76beb65cfbdd5,1,1,True,True
06c6e3c54780fc92fffa5179095ff4b8,1,1,True,True
42979e3774ddc511ace4f0e160ad425a,1,1,True,True
ace95787d7026351c2f096fea52ebd89,1,1,True,True
fc5ef70d42fcb778c496bdc6a72e3dd6,1,1,True,True
a27d7926fcdb3b1f5ee9dd45df34bcc4,1,1,True,True
ec1dc1b14430bb96fbfb133135fe174e,1,1,True,True
5ce04ea3c8968fa3beb759f93fcdedeb,1,1,True,True
480291d7191057afb0e711689f2b13a8,1,1,True,True
5e7e2fb21089f787c09ba4a6029276ff,1,1,True,True
28156558e8d3e89e9a71c4d42d5a0be4,1,1,True,True
1ea11505cfb12d9f80667af7658356fc,1,1,True,True
0e6de7688b912a7dff6d3e57b9efa5f5,1,1,True,True
d1257e31d83d972dc8f289c8fe970e4e,1,1,True,True
b7626feddadf93d35f710fc89adbbb64,1,1,True,True
c2af97b9ab2d669b0bb337e7d0ee2b51,1,1,True,True
df095fa297a8abfa2f6c0d654d8b6330,1,1,True,True
cce884e15f4c516bc924617efc2b1775,1,1,True,True
34be1d6b738b05204756a7eac9446e98,1,1,True,True
2f4acbcd3d43ee603e60f3db8e72b0c9,1,1,True,True
7bec7f62c16ecdbb6ff9079f39dcafa0,1,1,True,True
b959243bf9051ca9d80f34751fb1bc26,1,1,True,True
02f8fa728f4766b5a25529071e9baaf2,1,1,True,True
511029f6b1ec33c27fe52fb63aad72cd,0,1,True,True
e146c9c1f6891837c1bae7eead65e8b1,1,1,True,True
c4450c4a3a11fa6da334e80369fe8ebd,1,1,True,True
9e6893a8ec994959f4ab0a1b34135b82,1,1,True,True
c30e03b05712618d8866972a241d9a27,1,1,True,True
2f333aaa6d21a4708fd605bef8fafe86,1,1,True,True
90298e94361617e8e8d97dd1e6215735,1,1,True,True
176ae5e1ce9190988bc34380c4bf5baa,1,1,True,True
1929a621366e42276cd32bd11d5350d7,1,1,True,True
3227a8698586752c28ad54a217da37fc,1,1,True,True
6bd6d4a63796c1810d0ffcfef339bcfe,1,1,True,True
345f5175208d5db2acb4523030aa3d82,1,1,True,True
c14bbac7f6c15626987b509eaf930aff,1,1,True,True
dc04c63fbbfd4f2c73bd5d389823e8c1,1,1,True,True
cbb1c5bcd314a82e2f3285527c3c94a7,1,1,True,True
32fdc41239e497c762a9b911e0d6fbcc,1,1,True,True
be9b57f83f242790244e0733712d7b72,1,1,True,True
6d6555ac6a2f88db6affe46c6aa714ac,1,1,True,True
7b39b4e419924e23fbd4d69c798ab725,1,1,True,True
93e73a308ef82c44146c85b3748e6c32,1,1,True,True
a64ca5abdf974889fbbf5846aa16d7c7,1,1,True,True
2b1b6f92d17483e86725a8f4d6d23e24,1,1,True,True
8d0057ae74d74f0fff66ebef0037a8c7,1,1,True,True
1627e70831f0052e0f94d118947330b8,1,1,True,True
c552305c76b064814005a3dfa58a117d,1,1,True,True
11c5462ebcb9d4b4b7deeb262e334f0f,1,1,True,True
a5c5dcda880c47234021ecf8514cfab7,1,1,True,True
53ef173ccfc760e33e8a7946a475214f,1,1,True,True
37c031f3122be3f1b56bb1afc862328a,1,1,True,True
48abaff83f78912408249a10211cb3b5,1,1,True,True
2c25d722ea534ebdc26b407ea823724c,1,1,True,True
c8c54655c1662c9ab7d64ee754cd9475,1,1,True,True
d171158b8e1a9bfd18fccad96bd8803d,1,1,True,True
2dab1e6bdb563e3f15206b7c220ce365,1,1,True,True
3ee94657d4a749b6703d32703640903a,1,1,True,True
f51e3fe235fa20c021adc8e34a2f3181,1,1,True,True
1e254fa712ee0255e255fd63d72d01d4,1,1,True,True
5a03bdf1ff958ad12e52060a8b7e48cd,1,1,True,True
d7ea1a7ae03bca88abeda1fcb15d7909,1,1,True,True
051a0ad28f30a036188172707b29acf2,1,1,True,True
9d5ff50f321183b0b69694a32837648d,1,1,True,True
0bc4acb873851c16d31fd6e6756c048b,1,1,True,True
f0e574dcf77dd17ce34d45ea19a9e084,1,1,True,True
8f1deb29001bcabf9992f0b3bd165864,8,5,False,True
6f6bf3b3e58809cc7c76cd42b3fc45e9,1,1,True,True
6f99d455dd2cc750e53e2c2001e12dc8,1,1,True,True
a8adff98136870e948df0928b25d1a32,1,1,True,True
5aa1aa24a5f777ddaf3742388a3b9d7c,1,1,True,True
7c4a3d64dd19abd0487bac47ca3f215f,1,1,True,True
8f7065aea2b1b7f0adc59c401b248c77,1,1,True,True
03bf2c727c12b93cf8246f29c14ac2be,1,1,True,True
5a9e476953324044a584ab39ef763aab,1,1,True,True
9b8efdcbd1ce8c551f44fa1f25c89208,1,1,True,True
87b9f79c55bb5a651971ef4fa2041d3c,1,1,True,True
cd5b14fbae227ff950513930a09679d8,1,1,True,True
4fd26fe46d436163aff45c2153158dbf,1,1,True,True
d46917a6f59f1caf450cb3b5b4deed7f,1,1,True,True
5f4216fdcd3703dcc0b74b4e8a70664c,1,1,True,True
e8f875971a4b998e2816f8d62f6e9f16,1,1,True,True
636f671b95470cd3bd56090110dc3349,1,1,True,True
2f93dae7d5e1e4441e7147084c7fd6ec,1,1,True,True
0166eb9e13d5306d37f3317d173550be,1,1,True,True
23bb7c70aefba82650a8a120c261944e,1,1,True,True
dc5441c853a1638b6e6776ef751281ab,1,1,True,True
0a0e5c6f9c600a9c673684a8d325950b,1,1,True,True
64918e0522385bb3762f25bc9f33e11a,15,21,False,True
7c06a2df56aad94f97b434d741ac7d03,1,1,True,True
7cd5895aedd0f90a47b87303ddc7b90d,1,1,True,True
31988c590120a33a2b2f52a7b795538c,1,1,True,True
b57506e4246024b5ae2df88e6b3040af,1,1,True,True
f619fdcfe3777f89abb90d2c7fe68312,1,1,True,True
445a4eae28d66529fed09562fff76f2d,1,1,True,True
cd92511a79380d6ef7e6da27eeb9087b,1,1,True,True
958471d1ff52bd08f63e3c790cf7216c,1,1,True,True
180dc4884ded38560fb915197ca4d8ff,1,1,True,True
f57c9b974b2403355aaa7397a1c8a5e6,1,1,True,True
1241fd323f50306adba594ea4300ef4d,1,1,True,True
7f6584f5eec7abe698afaae86dd49c04,1,1,True,True
5b64640dbd6729079e7af1dfaa7485c5,1,1,True,True
5c6426669dab8aeb210152a019d4ac0e,3,7,True,False
de40c807622afa8b6be683d831e33d69,1,1,True,True
8aab3c12c495618a66e5b5fe8353876d,1,1,True,True
7eb492e4454413dcc84406542b75e016,1,1,True,True
e320f00ec30c90cbae894a2580a8f2e4,1,1,True,True
13b645b32b01ea6079f3766c01abbfa6,1,1,True,True
ceedf81415c1d30e7f6f87198dbb6e19,1,1,True,True
cd771627f944d59a115b329f8d99aa96,1,1,True,True
07dfaa1b9eb67fb10b89d787247c9760,1,1,True,True
0bf67df08336651a9873c3d6f7f250bb,1,1,True,True
4862b020af7b6d1221c00c6f71a11168,1,1,True,True
ab81d7726a1da701d908843574d34894,1,1,True,True
127e3e8328f4e2e98148bfd560d9a05a,1,1,True,True
2d71361ade017c37181b25b759148745,1,1,True,True
49f8a9fe7e123f1c22bbcdd4310762f7,1,1,True,True
286b5cac0d08b1ddf028f270a003d8ab,1,1,True,True
350796cd45bd45613f657d1413280a6d,1,1,True,True
5679c2dd854672225930a6ab74579bc1,1,1,True,True
dfb95dfaedf4bca138ad8f335dd316cd,1,1,True,True
8747354394add6e389fc4b98ee504e74,5,4,True,True
4aa5226c4c907e2c7fc6793153f27543,1,1,True,True
cc0335a67fef77a2d97da9a926c90f1d,1,1,True,True
728be58cdc75273d97faee60228b4ee0,1,1,True,True
0101dc18e5c63b0aeb94ea03f6498d82,1,1,True,True
fd55d2c0edfc08af07e3d0d2b211f489,1,1,True,True
d14b96a5af34569b760bf6ce9e06489a,1,1,True,True
10b7d148345692b6afc71c998b6b25c4,1,1,True,True
97979d78cea285ab80db95a80ef6deff,1,1,True,True
925edd063bc12ec2168feea2aadf83dd,1,1,True,True
ea81b3e8a8cf6cc3a7809ab287c407d6,1,1,True,True
e7ab27d4648bb246c0e55067619d6f38,1,1,True,True
f117c2aadeded676832433f13862d31a,1,1,True,True
5f4e7394e01e7669d19241fcb7eee5ed,1,1,True,True
5a93033dbe664cc5e88974ce92145bcf,1,1,True,True
4f5fffdd131aa1687f66a62b7a545ea6,1,1,True,True
ec603c99e60d5dafbd3a0ecc5947fd41,1,1,True,True
d3e4e2405a866d73064352f204861db8,1,1,True,True
3a2267b2d7e290bc382ea10b2e0dc279,1,1,True,True
4f83869002ef04c96abcc6a58b0b639d,1,1,True,True
2962458a7a247055cdcf4556edfdc0a1,1,1,True,True
6db9b6e093a68d734c86112f9428e14f,1,1,True,True
3afb9307592db96fec478f054fe30f08,1,1,True,True
0996e8d5c2eceea187df2ec8f2dd0b93,1,1,True,True
03cd1443cde948c7a5082d09c16e56ef,1,1,True,True
22c2ded291c51ae81906db9e181f1faa,1,1,True,True
3afd0aa05b34fdb0e1b9618c9de269e1,1,1,True,True
1af186e059bc81a58cb6bcad7c018224,1,1,True,True
13cd2e1ff1f7a19fdf165c935b772f9f,1,1,True,True
628f3ede8608dbdeb01da4a6b8c29a72,18,18,False,True
06b4a16f022453fdea17c4f03695ebb0,1,1,True,True
2403d652d7479b9225287c75ca1ef632,1,1,True,True
059ad5e0d93aa060ccdde75170e2978c,1,1,True,True
3273cf1f9a21436eeb46c24a737a98db,1,1,True,True
af1b0da0f2cd59eecacc5a8e752c6dfa,1,1,True,True
7df7ae4ee9a83e376fffe473caf7bf46,1,1,True,True
53b1d8d19755787fb2d9875191e36bac,1,1,True,True
aaca08c904b28359c4b44b663bcee312,1,1,True,True
ddfe4e917ba7288efe9dc7564c230465,1,1,True,True
7d79f681ec0f88412d49a65733c2d88a,1,1,True,True
862a15bb1ceca3b9971a2a2ecd2aa0db,1,1,True,True
f26889b492c6c4677c4acb43971073a2,1,1,True,True
328213cac631876bc984eb429200f100,1,1,True,True
ffa52d0d142e115078da3ae0378793a9,1,1,True,True
d5348fa42ff4e50cf5e85e56346fff19,1,1,True,True
0895483299576047c396865ae8d385d1,1,1,True,True
ee0288ba451cb8a17bcaad29104aa1e5,1,1,True,True
9ac33e36329045945f0947b3101b83dc,1,1,True,True
58535e75cc4d3f08d720bc3b94f63a54,1,1,True,True
4d53ad21105f8390cb13bca5b9379b07,1,1,True,True
f59b4d21bd7831d540af435e29c325bb,1,1,True,True
87ec66f537c1c8ef046d39355fe6112d,1,1,True,True
594047fe147d7d677581d6ea1ece87b3,1,1,True,True
7ebb4069b9762277b7229f77d7246d1d,1,1,True,True
ff4b5650c31744abe0195098241a4117,1,1,True,True
df8bfd42034343a1f91a33c7308329c0,1,1,True,True
06c21aceb6130f43e3840b2ee9cef714,1,1,True,True
c586fee62599cf4e7dcf8776d24a393a,1,1,True,True
d426052d2ef29ee5fb9ac5ef390380e6,1,1,True,True
69c579decec225c75bf02084e606826c,1,1,True,True
ed76bd6eeb5db5ae8cb882bc17d2d186,1,1,True,True
e26176a05f3a40ad75c91e41662624aa,1,1,True,True
978f53bba2248eab6d6c2f6d47e378f5,1,1,True,True
b4b55bd1210006a56949f503c43ef4d3,1,1,True,True
76175a2c76818251c96085639d610713,1,1,True,True
24bf813b9f5c08b9382db1083f2b8d4c,25,21,True,True
8f66e75c228ec5f05f0f25f1863522a9,1,1,True,True
0d2d72877bd48ea17a79c24fd1952c40,1,1,True,True
a3c7feaaba625a1534ddb0fb88e5fba7,1,1,True,True
bc7439a17cdee61a7b862c3daa69d91a,1,1,True,True
11f3e01d4bb3a0db90e35445d410b4f3,1,1,True,True
e1bfb217b25d2525fddbc89d0c56d006,1,1,True,True
5178ba794994f67b311c0bd6a6e18ad8,1,1,True,True
6f5d3202faa92dcc11cf632ce1869271,1,1,True,True
1f5f73093d70c18594a4f9d9dabaa69c,1,1,True,True
eb9456cec85cd3cf9980132ef39167cc,2,1,True,True
91ce105f32a7c4dc4bdb22c03c921107,1,1,True,True
9f1f1de4c314f08fbe9177e8cbbf9d03,1,1,True,True
b03d39cd8c3f9a2bc9c4cc86bcb06d35,1,1,True,True
5b23866e45eb0add7aceb950a0987f2f,1,1,True,True
004fa88fd91eaa7e6c9f7190fe5d3474,1,1,True,True
d493a8d5ecad765718350162ad045f76,1,1,True,True
46aa23fd3c442437474099b87726fff1,1,1,True,True
42fa34839210c1e1dfea0e63d615c95f,1,1,True,True
f10aadd80c498957ec477bd3810a5b22,1,1,True,True
4d7d5a4180d459d12c75d19768b03745,1,1,True,True
3c6c15cc195da284211c1a8c4492bbc4,1,1,True,True
02f0ef53a3803bb7d382321213b2b49e,21,14,True,False
db9d656e18d2e144c81cd263bf04150b,1,1,True,True
40ba6811353ae562850222f3a96555c7,1,1,True,True
5ec8da106973ddd8c93bb56f783fb5d9,1,1,True,True
b1bb6b486334ca7d4a188437185c7e86,1,1,True,True
0a58fe1a48f66fdd3103a1de19bd5ee2,12,4,False,True
2af4eb7bb7ebc4252a0678815ed95b8a,1,1,True,True
208850a813ff7d25bd07a34c8277583c,1,1,True,True
6830837fff051de371f9d078dbac1a2b,1,1,True,True
c957933c23137d75c03e7a329d82dab0,1,1,True,True
f97b4b3bebb5e759ad990d078cf40e92,1,1,True,True
2cfd1dda3552517373f316f238050a97,1,1,True,True
813da6211325d9732fe91329506597f8,1,1,True,True
c11dc990993b17d9e0fa52be56547b04,1,1,True,True
969bc1c318a062582baccebb9caf43fa,1,1,True,True
276cad0f87d85fea1f6e736daf5b3943,1,1,True,True
e726364a67776bcb91a9d76f4bc5ffad,1,1,True,True
10ddb06253c566f777c0d64322251eac,1,1,True,True
d177e60a3e57a13b922a48acf619c186,1,1,True,True
84ad158ea451592f4d4b67966779d7f9,1,1,True,True
5e8c38f6a6d3801b25dc8eb7fa98934b,1,1,True,True
7054cc539e8aedfc3741eb0b0245ef8e,1,1,True,True
e8666de941a9e4a25101b8dbe82de09b,1,1,True,True
4ce9ba5fa0530627a2c12abb760e28b3,1,1,True,True
8a2f57c4a68203ba6303d099a0ccf837,3,4,True,True
f12adc0d64e04000c4d8ca88dcddc0b5,1,1,True,True
eb56f8f048d2b904d060ce45986e51e5,1,1,True,True
e0527ebaf8b57c4d15cd573a19c40908,1,1,True,True
dbe84263204a44ff78bf656b156136a4,1,1,True,True
